,Importance Value,Regions,Network Connection,Network Connection2
0,0.0,R_V1 | R_MST,Visual1 | Visual2,
63024,0.0,L_PBelt | L_A5,Auditory | Default,
63025,0.0,L_PBelt | L_PHA1,Auditory | Posterior-Mu,
63026,0.0,L_PBelt | L_PHA3,Auditory | Language,
63027,0.0,L_PBelt | L_STSda,Auditory | Posterior-Mu,
63028,0.0,L_PBelt | L_STSdp,Auditory | Default,
63029,0.0,L_PBelt | L_STSvp,Auditory | Posterior-Mu,
63030,0.0,L_PBelt | L_TGd,Auditory | Posterior-Mu,
63031,0.0,L_PBelt | L_TE1a,Auditory | Posterior-Mu,
63032,0.001684210526315777,L_PBelt | L_TE1p,Auditory | Frontopariet,
63033,0.0,L_PBelt | L_TE2a,Auditory | Posterior-Mu,
63034,0.0,L_PBelt | L_TF,Auditory | Ventral-Mult,
63035,0.0,L_PBelt | L_TE2p,Auditory | Language,
63036,0.0,L_PBelt | L_PHT,Auditory | Language,
63037,0.0,L_PBelt | L_PH,Auditory | Visual2,
63038,0.0,L_PBelt | L_TPOJ1,Auditory | Default,
63039,0.0,L_PBelt | L_TPOJ2,Auditory | Dorsal-atten,
63040,0.0,L_PBelt | L_TPOJ3,Auditory | Dorsal-atten,
63041,0.0,L_PBelt | L_DVT,Auditory | Visual1,
63042,0.0,L_PBelt | L_PGp,Auditory | Language,
63043,0.0,L_PBelt | L_IP2,Auditory | Frontopariet,
63044,0.0,L_PBelt | L_IP1,Auditory | Frontopariet,
63045,0.0,L_PBelt | L_IP0,Auditory | Language,
63046,0.0,L_PBelt | L_PFop,Auditory | Cingulo-Oper,
63047,0.0,L_PBelt | L_PF,Auditory | Cingulo-Oper,
63048,0.0,L_PBelt | L_PFm,Auditory | Frontopariet,
63049,0.002105263157894721,L_PBelt | L_PGi,Auditory | Posterior-Mu,
63050,0.0,L_PBelt | L_PGs,Auditory | Posterior-Mu,
63051,0.0,L_PBelt | L_V6A,Auditory | Visual2,
63052,0.0,L_PBelt | L_VMV1,Auditory | Visual2,
63053,0.0,L_PBelt | L_VMV3,Auditory | Visual2,
63054,0.0,L_PBelt | L_PHA2,Auditory | Posterior-Mu,
63055,0.0,L_PBelt | L_V4t,Auditory | Visual2,
63056,0.0,L_PBelt | L_FST,Auditory | Visual2,
63057,0.0,L_PBelt | L_V3CD,Auditory | Visual2,
63058,0.0,L_PBelt | L_LO3,Auditory | Visual2,
63059,0.0,L_PBelt | L_VMV2,Auditory | Visual2,
63060,0.0,L_PBelt | L_31pd,Auditory | Posterior-Mu,
63061,0.0,L_PBelt | L_31a,Auditory | Frontopariet,
63062,0.0,L_PBelt | L_VVC,Auditory | Visual2,
63063,0.0,L_PBelt | L_25,Auditory | Posterior-Mu,
63064,0.0,L_PBelt | L_s32,Auditory | Posterior-Mu,
63065,0.0,L_PBelt | L_pOFC,Auditory | Orbito-Affec,
63066,0.0,L_PBelt | L_PoI1,Auditory | Cingulo-Oper,
63067,0.0,L_PBelt | L_Ig,Auditory | Somatomotor,
63068,0.0,L_PBelt | L_FOP5,Auditory | Cingulo-Oper,
63069,0.0,L_PBelt | L_p10p,Auditory | Frontopariet,
63070,0.0,L_PBelt | L_p47r,Auditory | Frontopariet,
63071,0.0,L_PBelt | L_TGv,Auditory | Default,
63072,0.0,L_PBelt | L_MBelt,Auditory | Auditory,
63073,0.0,L_PBelt | L_LBelt,Auditory | Auditory,
63074,0.0,L_PBelt | L_A4,Auditory | Auditory,
63075,0.0,L_PBelt | L_STSva,Auditory | Posterior-Mu,
63076,0.0,L_PBelt | L_TE1m,Auditory | Frontopariet,
63077,0.0,L_PBelt | L_PI,Auditory | Cingulo-Oper,
63078,0.0,L_PBelt | L_a32pr,Auditory | Cingulo-Oper,
63079,0.0,L_PBelt | L_p24,Auditory | Cingulo-Oper,
63080,0.0,L_A5 | L_PHA1,Default | Posterior-Mu,
63081,0.0,L_A5 | L_PHA3,Default | Language,
63082,0.0,L_A5 | L_STSda,Default | Posterior-Mu,
63083,0.0,L_A5 | L_STSdp,Default | Default,
63084,0.0,L_A5 | L_STSvp,Default | Posterior-Mu,
63085,0.0,L_A5 | L_TGd,Default | Posterior-Mu,
63086,0.0,L_A5 | L_TE1a,Default | Posterior-Mu,
63087,0.0,L_A5 | L_TE1p,Default | Frontopariet,
63088,0.0,L_A5 | L_TE2a,Default | Posterior-Mu,
63089,0.0,L_A5 | L_TF,Default | Ventral-Mult,
63090,0.0,L_A5 | L_TE2p,Default | Language,
63091,0.0,L_A5 | L_PHT,Default | Language,
63092,0.0,L_A5 | L_PH,Default | Visual2,
63093,0.0,L_A5 | L_TPOJ1,Default | Default,
63094,0.0,L_A5 | L_TPOJ2,Default | Dorsal-atten,
63095,0.0,L_A5 | L_TPOJ3,Default | Dorsal-atten,
63096,0.0,L_A5 | L_DVT,Default | Visual1,
63097,0.0,L_A5 | L_PGp,Default | Language,
63098,0.0,L_A5 | L_IP2,Default | Frontopariet,
63099,0.0,L_A5 | L_IP1,Default | Frontopariet,
63100,0.0,L_A5 | L_IP0,Default | Language,
63101,0.0,L_A5 | L_PFop,Default | Cingulo-Oper,
63102,0.0,L_A5 | L_PF,Default | Cingulo-Oper,
63103,0.0,L_A5 | L_PFm,Default | Frontopariet,
63104,0.0,L_A5 | L_PGi,Default | Posterior-Mu,
63105,0.0,L_A5 | L_PGs,Default | Posterior-Mu,
63106,0.0,L_A5 | L_V6A,Default | Visual2,
63107,0.0,L_A5 | L_VMV1,Default | Visual2,
63108,0.0,L_A5 | L_VMV3,Default | Visual2,
63109,0.0,L_A5 | L_PHA2,Default | Posterior-Mu,
63110,0.0,L_A5 | L_V4t,Default | Visual2,
63111,0.0,L_A5 | L_FST,Default | Visual2,
63112,0.0,L_A5 | L_V3CD,Default | Visual2,
63113,0.0,L_A5 | L_LO3,Default | Visual2,
63114,0.0,L_A5 | L_VMV2,Default | Visual2,
63115,0.0,L_A5 | L_31pd,Default | Posterior-Mu,
63116,0.0,L_A5 | L_31a,Default | Frontopariet,
63117,0.0,L_A5 | L_VVC,Default | Visual2,
63118,0.0,L_A5 | L_25,Default | Posterior-Mu,
63119,0.0,L_A5 | L_s32,Default | Posterior-Mu,
63120,0.0,L_A5 | L_pOFC,Default | Orbito-Affec,
63121,0.0,L_A5 | L_PoI1,Default | Cingulo-Oper,
63122,0.0,L_A5 | L_Ig,Default | Somatomotor,
63123,0.0,L_A5 | L_FOP5,Default | Cingulo-Oper,
63124,0.0,L_A5 | L_p10p,Default | Frontopariet,
63125,-0.0012631578947368328,L_A5 | L_p47r,Default | Frontopariet,
63126,0.0,L_A5 | L_TGv,Default | Default,
63127,0.0,L_A5 | L_MBelt,Default | Auditory,
63128,0.0,L_A5 | L_LBelt,Default | Auditory,
63129,0.0,L_A5 | L_A4,Default | Auditory,
63130,0.0,L_A5 | L_STSva,Default | Posterior-Mu,
63131,0.0,L_A5 | L_TE1m,Default | Frontopariet,
63132,0.0,L_A5 | L_PI,Default | Cingulo-Oper,
63133,0.0,L_A5 | L_a32pr,Default | Cingulo-Oper,
63134,0.0,L_A5 | L_p24,Default | Cingulo-Oper,
63135,0.0,L_PHA1 | L_PHA3,Posterior-Mu | Language,
63136,0.0,L_PHA1 | L_STSda,Posterior-Mu | Posterior-Mu,
63137,0.0,L_PHA1 | L_STSdp,Posterior-Mu | Default,
63138,0.0,L_PHA1 | L_STSvp,Posterior-Mu | Posterior-Mu,
63139,0.0,L_PHA1 | L_TGd,Posterior-Mu | Posterior-Mu,
63140,0.0,L_PHA1 | L_TE1a,Posterior-Mu | Posterior-Mu,
63141,0.0,L_PHA1 | L_TE1p,Posterior-Mu | Frontopariet,
63142,0.0,L_PHA1 | L_TE2a,Posterior-Mu | Posterior-Mu,
63143,0.0,L_PHA1 | L_TF,Posterior-Mu | Ventral-Mult,
63144,0.0,L_PHA1 | L_TE2p,Posterior-Mu | Language,
63145,0.0,L_PHA1 | L_PHT,Posterior-Mu | Language,
63146,0.0,L_PHA1 | L_PH,Posterior-Mu | Visual2,
63147,0.0,L_PHA1 | L_TPOJ1,Posterior-Mu | Default,
63148,0.0,L_PHA1 | L_TPOJ2,Posterior-Mu | Dorsal-atten,
63149,0.0,L_PHA1 | L_TPOJ3,Posterior-Mu | Dorsal-atten,
63150,0.0,L_PHA1 | L_DVT,Posterior-Mu | Visual1,
63151,0.0,L_PHA1 | L_PGp,Posterior-Mu | Language,
63152,0.0,L_PHA1 | L_IP2,Posterior-Mu | Frontopariet,
63153,0.0,L_PHA1 | L_IP1,Posterior-Mu | Frontopariet,
63154,0.0,L_PHA1 | L_IP0,Posterior-Mu | Language,
63155,0.0,L_PHA1 | L_PFop,Posterior-Mu | Cingulo-Oper,
63156,0.0,L_PHA1 | L_PF,Posterior-Mu | Cingulo-Oper,
63157,0.0,L_PHA1 | L_PFm,Posterior-Mu | Frontopariet,
63158,0.0,L_PHA1 | L_PGi,Posterior-Mu | Posterior-Mu,
63159,0.0,L_PHA1 | L_PGs,Posterior-Mu | Posterior-Mu,
63160,0.0,L_PHA1 | L_V6A,Posterior-Mu | Visual2,
63161,0.0,L_PHA1 | L_VMV1,Posterior-Mu | Visual2,
63162,0.0,L_PHA1 | L_VMV3,Posterior-Mu | Visual2,
63163,0.0,L_PHA1 | L_PHA2,Posterior-Mu | Posterior-Mu,
63164,0.0,L_PHA1 | L_V4t,Posterior-Mu | Visual2,
63165,0.0,L_PHA1 | L_FST,Posterior-Mu | Visual2,
63166,0.0,L_PHA1 | L_V3CD,Posterior-Mu | Visual2,
63167,0.0,L_PHA1 | L_LO3,Posterior-Mu | Visual2,
63168,0.0,L_PHA1 | L_VMV2,Posterior-Mu | Visual2,
63169,0.0,L_PHA1 | L_31pd,Posterior-Mu | Posterior-Mu,
63170,0.0,L_PHA1 | L_31a,Posterior-Mu | Frontopariet,
63171,0.0,L_PHA1 | L_VVC,Posterior-Mu | Visual2,
63172,0.0,L_PHA1 | L_25,Posterior-Mu | Posterior-Mu,
63173,0.0,L_PHA1 | L_s32,Posterior-Mu | Posterior-Mu,
63174,0.0,L_PHA1 | L_pOFC,Posterior-Mu | Orbito-Affec,
63175,0.0,L_PHA1 | L_PoI1,Posterior-Mu | Cingulo-Oper,
63176,0.0,L_PHA1 | L_Ig,Posterior-Mu | Somatomotor,
63177,0.0,L_PHA1 | L_FOP5,Posterior-Mu | Cingulo-Oper,
63178,0.0,L_PHA1 | L_p10p,Posterior-Mu | Frontopariet,
63179,0.0,L_PHA1 | L_p47r,Posterior-Mu | Frontopariet,
63180,0.0,L_PHA1 | L_TGv,Posterior-Mu | Default,
63181,0.0,L_PHA1 | L_MBelt,Posterior-Mu | Auditory,
63182,0.0,L_PHA1 | L_LBelt,Posterior-Mu | Auditory,
63183,0.0,L_PHA1 | L_A4,Posterior-Mu | Auditory,
63184,0.0,L_PHA1 | L_STSva,Posterior-Mu | Posterior-Mu,
63185,0.0,L_PHA1 | L_TE1m,Posterior-Mu | Frontopariet,
63186,0.0,L_PHA1 | L_PI,Posterior-Mu | Cingulo-Oper,
63187,0.0,L_PHA1 | L_a32pr,Posterior-Mu | Cingulo-Oper,
63188,0.0,L_PHA1 | L_p24,Posterior-Mu | Cingulo-Oper,
63189,0.0,L_PHA3 | L_STSda,Language | Posterior-Mu,
63190,0.0,L_PHA3 | L_STSdp,Language | Default,
63191,0.0,L_PHA3 | L_STSvp,Language | Posterior-Mu,
63192,0.0,L_PHA3 | L_TGd,Language | Posterior-Mu,
63193,0.0,L_PHA3 | L_TE1a,Language | Posterior-Mu,
63194,0.0,L_PHA3 | L_TE1p,Language | Frontopariet,
63195,0.0,L_PHA3 | L_TE2a,Language | Posterior-Mu,
63196,0.0,L_PHA3 | L_TF,Language | Ventral-Mult,
63197,0.0,L_PHA3 | L_TE2p,Language | Language,
63198,0.0,L_PHA3 | L_PHT,Language | Language,
63199,0.0,L_PHA3 | L_PH,Language | Visual2,
63200,0.0,L_PHA3 | L_TPOJ1,Language | Default,
63201,0.0,L_PHA3 | L_TPOJ2,Language | Dorsal-atten,
63202,0.0,L_PHA3 | L_TPOJ3,Language | Dorsal-atten,
63203,0.0,L_PHA3 | L_DVT,Language | Visual1,
63204,0.0,L_PHA3 | L_PGp,Language | Language,
63205,0.0,L_PHA3 | L_IP2,Language | Frontopariet,
63206,0.0,L_PHA3 | L_IP1,Language | Frontopariet,
63207,0.0,L_PHA3 | L_IP0,Language | Language,
63208,0.0,L_PHA3 | L_PFop,Language | Cingulo-Oper,
63209,0.0,L_PHA3 | L_PF,Language | Cingulo-Oper,
63210,0.0,L_PHA3 | L_PFm,Language | Frontopariet,
63211,0.0,L_PHA3 | L_PGi,Language | Posterior-Mu,
63212,0.0,L_PHA3 | L_PGs,Language | Posterior-Mu,
63213,0.0,L_PHA3 | L_V6A,Language | Visual2,
63214,0.0,L_PHA3 | L_VMV1,Language | Visual2,
63215,-0.0012631578947368328,L_PHA3 | L_VMV3,Language | Visual2,
63216,0.0,L_PHA3 | L_PHA2,Language | Posterior-Mu,
63217,0.0,L_PHA3 | L_V4t,Language | Visual2,
63218,0.0,L_PHA3 | L_FST,Language | Visual2,
63219,0.0,L_PHA3 | L_V3CD,Language | Visual2,
63220,0.0,L_PHA3 | L_LO3,Language | Visual2,
63221,0.0,L_PHA3 | L_VMV2,Language | Visual2,
63222,0.0,L_PHA3 | L_31pd,Language | Posterior-Mu,
63223,0.0,L_PHA3 | L_31a,Language | Frontopariet,
63224,0.0,L_PHA3 | L_VVC,Language | Visual2,
63225,0.0,L_PHA3 | L_25,Language | Posterior-Mu,
63226,0.0,L_PHA3 | L_s32,Language | Posterior-Mu,
63227,0.0,L_PHA3 | L_pOFC,Language | Orbito-Affec,
63228,0.0,L_PHA3 | L_PoI1,Language | Cingulo-Oper,
63229,0.0,L_PHA3 | L_Ig,Language | Somatomotor,
63230,0.0,L_PHA3 | L_FOP5,Language | Cingulo-Oper,
63231,0.0,L_PHA3 | L_p10p,Language | Frontopariet,
63232,0.0,L_PHA3 | L_p47r,Language | Frontopariet,
63233,0.0,L_PHA3 | L_TGv,Language | Default,
63234,0.0,L_PHA3 | L_MBelt,Language | Auditory,
63235,0.0,L_PHA3 | L_LBelt,Language | Auditory,
63236,0.0,L_PHA3 | L_A4,Language | Auditory,
63237,0.0,L_PHA3 | L_STSva,Language | Posterior-Mu,
63238,0.0,L_PHA3 | L_TE1m,Language | Frontopariet,
63239,0.0,L_PHA3 | L_PI,Language | Cingulo-Oper,
63240,0.0,L_PHA3 | L_a32pr,Language | Cingulo-Oper,
63241,0.0,L_PHA3 | L_p24,Language | Cingulo-Oper,
63242,0.0,L_STSda | L_STSdp,Posterior-Mu | Default,
63243,0.0,L_STSda | L_STSvp,Posterior-Mu | Posterior-Mu,
63244,0.0,L_STSda | L_TGd,Posterior-Mu | Posterior-Mu,
63245,0.0,L_STSda | L_TE1a,Posterior-Mu | Posterior-Mu,
63246,0.0,L_STSda | L_TE1p,Posterior-Mu | Frontopariet,
63247,0.0,L_STSda | L_TE2a,Posterior-Mu | Posterior-Mu,
63248,0.0,L_STSda | L_TF,Posterior-Mu | Ventral-Mult,
63249,0.0,L_STSda | L_TE2p,Posterior-Mu | Language,
63250,0.0,L_STSda | L_PHT,Posterior-Mu | Language,
63251,0.0,L_STSda | L_PH,Posterior-Mu | Visual2,
63252,0.0,L_STSda | L_TPOJ1,Posterior-Mu | Default,
63253,0.0,L_STSda | L_TPOJ2,Posterior-Mu | Dorsal-atten,
63254,0.0,L_STSda | L_TPOJ3,Posterior-Mu | Dorsal-atten,
63255,0.0,L_STSda | L_DVT,Posterior-Mu | Visual1,
63256,0.0,L_STSda | L_PGp,Posterior-Mu | Language,
63257,-0.0012631578947368328,L_STSda | L_IP2,Posterior-Mu | Frontopariet,
63258,0.0,L_STSda | L_IP1,Posterior-Mu | Frontopariet,
63259,0.0,L_STSda | L_IP0,Posterior-Mu | Language,
63260,0.0,L_STSda | L_PFop,Posterior-Mu | Cingulo-Oper,
63261,0.0,L_STSda | L_PF,Posterior-Mu | Cingulo-Oper,
63262,0.0,L_STSda | L_PFm,Posterior-Mu | Frontopariet,
63263,0.0008421052631578885,L_STSda | L_PGi,Posterior-Mu | Posterior-Mu,
63264,0.0,L_STSda | L_PGs,Posterior-Mu | Posterior-Mu,
63265,0.0,L_STSda | L_V6A,Posterior-Mu | Visual2,
63266,0.0,L_STSda | L_VMV1,Posterior-Mu | Visual2,
63267,0.0,L_STSda | L_VMV3,Posterior-Mu | Visual2,
63268,0.0,L_STSda | L_PHA2,Posterior-Mu | Posterior-Mu,
63269,0.0,L_STSda | L_V4t,Posterior-Mu | Visual2,
63270,0.0,L_STSda | L_FST,Posterior-Mu | Visual2,
63271,0.001684210526315777,L_STSda | L_V3CD,Posterior-Mu | Visual2,
63272,0.0,L_STSda | L_LO3,Posterior-Mu | Visual2,
63273,0.0,L_STSda | L_VMV2,Posterior-Mu | Visual2,
63274,0.0,L_STSda | L_31pd,Posterior-Mu | Posterior-Mu,
63275,0.0,L_STSda | L_31a,Posterior-Mu | Frontopariet,
63276,0.0,L_STSda | L_VVC,Posterior-Mu | Visual2,
63277,0.0,L_STSda | L_25,Posterior-Mu | Posterior-Mu,
63278,0.0,L_STSda | L_s32,Posterior-Mu | Posterior-Mu,
63279,0.0,L_STSda | L_pOFC,Posterior-Mu | Orbito-Affec,
63280,0.0,L_STSda | L_PoI1,Posterior-Mu | Cingulo-Oper,
63281,0.0,L_STSda | L_Ig,Posterior-Mu | Somatomotor,
63282,0.0,L_STSda | L_FOP5,Posterior-Mu | Cingulo-Oper,
63283,0.0,L_STSda | L_p10p,Posterior-Mu | Frontopariet,
63284,0.0,L_STSda | L_p47r,Posterior-Mu | Frontopariet,
63285,0.0,L_STSda | L_TGv,Posterior-Mu | Default,
63286,0.0,L_STSda | L_MBelt,Posterior-Mu | Auditory,
63287,0.0,L_STSda | L_LBelt,Posterior-Mu | Auditory,
63288,0.0,L_STSda | L_A4,Posterior-Mu | Auditory,
63289,0.0,L_STSda | L_STSva,Posterior-Mu | Posterior-Mu,
63290,0.0,L_STSda | L_TE1m,Posterior-Mu | Frontopariet,
63291,0.0,L_STSda | L_PI,Posterior-Mu | Cingulo-Oper,
63292,0.0,L_STSda | L_a32pr,Posterior-Mu | Cingulo-Oper,
63293,0.0,L_STSda | L_p24,Posterior-Mu | Cingulo-Oper,
63294,0.0,L_STSdp | L_STSvp,Default | Posterior-Mu,
63295,0.0,L_STSdp | L_TGd,Default | Posterior-Mu,
63296,0.0,L_STSdp | L_TE1a,Default | Posterior-Mu,
63297,0.0,L_STSdp | L_TE1p,Default | Frontopariet,
63298,0.0,L_STSdp | L_TE2a,Default | Posterior-Mu,
63299,0.0,L_STSdp | L_TF,Default | Ventral-Mult,
63300,0.0,L_STSdp | L_TE2p,Default | Language,
63301,0.0,L_STSdp | L_PHT,Default | Language,
63302,0.0,L_STSdp | L_PH,Default | Visual2,
63303,0.0,L_STSdp | L_TPOJ1,Default | Default,
63304,0.0,L_STSdp | L_TPOJ2,Default | Dorsal-atten,
63305,0.0,L_STSdp | L_TPOJ3,Default | Dorsal-atten,
63306,0.0,L_STSdp | L_DVT,Default | Visual1,
63307,0.0,L_STSdp | L_PGp,Default | Language,
63308,0.0,L_STSdp | L_IP2,Default | Frontopariet,
63309,0.0,L_STSdp | L_IP1,Default | Frontopariet,
63310,0.0,L_STSdp | L_IP0,Default | Language,
63311,0.0,L_STSdp | L_PFop,Default | Cingulo-Oper,
63312,0.0,L_STSdp | L_PF,Default | Cingulo-Oper,
63313,0.0,L_STSdp | L_PFm,Default | Frontopariet,
63314,0.0,L_STSdp | L_PGi,Default | Posterior-Mu,
63315,0.0,L_STSdp | L_PGs,Default | Posterior-Mu,
63316,0.0,L_STSdp | L_V6A,Default | Visual2,
63317,0.0,L_STSdp | L_VMV1,Default | Visual2,
63318,0.0,L_STSdp | L_VMV3,Default | Visual2,
63319,0.0,L_STSdp | L_PHA2,Default | Posterior-Mu,
63320,0.0,L_STSdp | L_V4t,Default | Visual2,
63321,0.0,L_STSdp | L_FST,Default | Visual2,
63322,0.0,L_STSdp | L_V3CD,Default | Visual2,
63323,0.0,L_STSdp | L_LO3,Default | Visual2,
63324,0.0,L_STSdp | L_VMV2,Default | Visual2,
63325,0.0,L_STSdp | L_31pd,Default | Posterior-Mu,
63326,0.0,L_STSdp | L_31a,Default | Frontopariet,
63327,0.0,L_STSdp | L_VVC,Default | Visual2,
63328,0.0,L_STSdp | L_25,Default | Posterior-Mu,
63329,0.0,L_STSdp | L_s32,Default | Posterior-Mu,
63330,0.0,L_STSdp | L_pOFC,Default | Orbito-Affec,
63331,0.0,L_STSdp | L_PoI1,Default | Cingulo-Oper,
63332,0.0,L_STSdp | L_Ig,Default | Somatomotor,
63333,0.0,L_STSdp | L_FOP5,Default | Cingulo-Oper,
63334,0.0,L_STSdp | L_p10p,Default | Frontopariet,
63335,0.0,L_STSdp | L_p47r,Default | Frontopariet,
63336,0.0,L_STSdp | L_TGv,Default | Default,
63337,0.0,L_STSdp | L_MBelt,Default | Auditory,
63338,0.0,L_STSdp | L_LBelt,Default | Auditory,
63339,0.0,L_STSdp | L_A4,Default | Auditory,
63340,0.0,L_STSdp | L_STSva,Default | Posterior-Mu,
63341,0.0,L_STSdp | L_TE1m,Default | Frontopariet,
63342,0.0,L_STSdp | L_PI,Default | Cingulo-Oper,
63343,0.0,L_STSdp | L_a32pr,Default | Cingulo-Oper,
63344,0.0,L_STSdp | L_p24,Default | Cingulo-Oper,
63345,0.0,L_STSvp | L_TGd,Posterior-Mu | Posterior-Mu,
63346,0.0,L_STSvp | L_TE1a,Posterior-Mu | Posterior-Mu,
63347,0.0,L_STSvp | L_TE1p,Posterior-Mu | Frontopariet,
63348,0.0,L_STSvp | L_TE2a,Posterior-Mu | Posterior-Mu,
63349,0.0,L_STSvp | L_TF,Posterior-Mu | Ventral-Mult,
63350,0.0,L_STSvp | L_TE2p,Posterior-Mu | Language,
63351,0.0,L_STSvp | L_PHT,Posterior-Mu | Language,
63352,0.0,L_STSvp | L_PH,Posterior-Mu | Visual2,
63353,0.0,L_STSvp | L_TPOJ1,Posterior-Mu | Default,
63354,0.0,L_STSvp | L_TPOJ2,Posterior-Mu | Dorsal-atten,
63355,0.0,L_STSvp | L_TPOJ3,Posterior-Mu | Dorsal-atten,
63356,0.0,L_STSvp | L_DVT,Posterior-Mu | Visual1,
63357,0.0,L_STSvp | L_PGp,Posterior-Mu | Language,
63358,0.0,L_STSvp | L_IP2,Posterior-Mu | Frontopariet,
63359,0.0,L_STSvp | L_IP1,Posterior-Mu | Frontopariet,
63360,0.0,L_STSvp | L_IP0,Posterior-Mu | Language,
63361,0.0,L_STSvp | L_PFop,Posterior-Mu | Cingulo-Oper,
63362,0.0,L_STSvp | L_PF,Posterior-Mu | Cingulo-Oper,
63363,0.0,L_STSvp | L_PFm,Posterior-Mu | Frontopariet,
63364,0.0,L_STSvp | L_PGi,Posterior-Mu | Posterior-Mu,
63365,0.0,L_STSvp | L_PGs,Posterior-Mu | Posterior-Mu,
63366,0.0,L_STSvp | L_V6A,Posterior-Mu | Visual2,
63367,0.0,L_STSvp | L_VMV1,Posterior-Mu | Visual2,
63368,0.0,L_STSvp | L_VMV3,Posterior-Mu | Visual2,
63369,0.0,L_STSvp | L_PHA2,Posterior-Mu | Posterior-Mu,
63370,0.0,L_STSvp | L_V4t,Posterior-Mu | Visual2,
63371,0.0,L_STSvp | L_FST,Posterior-Mu | Visual2,
63372,0.0,L_STSvp | L_V3CD,Posterior-Mu | Visual2,
63373,0.0,L_STSvp | L_LO3,Posterior-Mu | Visual2,
63374,0.0,L_STSvp | L_VMV2,Posterior-Mu | Visual2,
63375,0.0,L_STSvp | L_31pd,Posterior-Mu | Posterior-Mu,
63376,0.0,L_STSvp | L_31a,Posterior-Mu | Frontopariet,
63377,0.0,L_STSvp | L_VVC,Posterior-Mu | Visual2,
63378,0.0,L_STSvp | L_25,Posterior-Mu | Posterior-Mu,
63379,0.0,L_STSvp | L_s32,Posterior-Mu | Posterior-Mu,
63380,0.0,L_STSvp | L_pOFC,Posterior-Mu | Orbito-Affec,
63381,0.0,L_STSvp | L_PoI1,Posterior-Mu | Cingulo-Oper,
63382,0.0,L_STSvp | L_Ig,Posterior-Mu | Somatomotor,
63383,0.0,L_STSvp | L_FOP5,Posterior-Mu | Cingulo-Oper,
63384,0.0,L_STSvp | L_p10p,Posterior-Mu | Frontopariet,
63385,0.0,L_STSvp | L_p47r,Posterior-Mu | Frontopariet,
63386,0.0,L_STSvp | L_TGv,Posterior-Mu | Default,
63387,0.0,L_STSvp | L_MBelt,Posterior-Mu | Auditory,
63388,0.0,L_STSvp | L_LBelt,Posterior-Mu | Auditory,
63389,0.0,L_STSvp | L_A4,Posterior-Mu | Auditory,
63390,0.0,L_STSvp | L_STSva,Posterior-Mu | Posterior-Mu,
63391,0.0,L_STSvp | L_TE1m,Posterior-Mu | Frontopariet,
63392,0.0,L_STSvp | L_PI,Posterior-Mu | Cingulo-Oper,
63393,0.0,L_STSvp | L_a32pr,Posterior-Mu | Cingulo-Oper,
63394,0.0,L_STSvp | L_p24,Posterior-Mu | Cingulo-Oper,
63395,0.0,L_TGd | L_TE1a,Posterior-Mu | Posterior-Mu,
63396,0.0,L_TGd | L_TE1p,Posterior-Mu | Frontopariet,
63397,0.0,L_TGd | L_TE2a,Posterior-Mu | Posterior-Mu,
63398,0.0,L_TGd | L_TF,Posterior-Mu | Ventral-Mult,
63399,0.0,L_TGd | L_TE2p,Posterior-Mu | Language,
63400,0.0,L_TGd | L_PHT,Posterior-Mu | Language,
63401,0.0,L_TGd | L_PH,Posterior-Mu | Visual2,
63402,0.0,L_TGd | L_TPOJ1,Posterior-Mu | Default,
63403,0.0,L_TGd | L_TPOJ2,Posterior-Mu | Dorsal-atten,
63404,0.0,L_TGd | L_TPOJ3,Posterior-Mu | Dorsal-atten,
63405,0.0,L_TGd | L_DVT,Posterior-Mu | Visual1,
63406,0.0008421052631578885,L_TGd | L_PGp,Posterior-Mu | Language,
63407,0.0,L_TGd | L_IP2,Posterior-Mu | Frontopariet,
63408,0.0,L_TGd | L_IP1,Posterior-Mu | Frontopariet,
63409,0.0,L_TGd | L_IP0,Posterior-Mu | Language,
63410,0.0,L_TGd | L_PFop,Posterior-Mu | Cingulo-Oper,
63411,0.0,L_TGd | L_PF,Posterior-Mu | Cingulo-Oper,
63412,0.0,L_TGd | L_PFm,Posterior-Mu | Frontopariet,
63413,0.0012631578947368328,L_TGd | L_PGi,Posterior-Mu | Posterior-Mu,
63414,0.0,L_TGd | L_PGs,Posterior-Mu | Posterior-Mu,
63415,0.0,L_TGd | L_V6A,Posterior-Mu | Visual2,
63416,0.0,L_TGd | L_VMV1,Posterior-Mu | Visual2,
63417,0.0,L_TGd | L_VMV3,Posterior-Mu | Visual2,
63418,0.0,L_TGd | L_PHA2,Posterior-Mu | Posterior-Mu,
63419,0.0,L_TGd | L_V4t,Posterior-Mu | Visual2,
63420,0.0,L_TGd | L_FST,Posterior-Mu | Visual2,
63421,0.0,L_TGd | L_V3CD,Posterior-Mu | Visual2,
63422,0.0,L_TGd | L_LO3,Posterior-Mu | Visual2,
63423,0.0,L_TGd | L_VMV2,Posterior-Mu | Visual2,
63424,0.0,L_TGd | L_31pd,Posterior-Mu | Posterior-Mu,
63425,0.0,L_TGd | L_31a,Posterior-Mu | Frontopariet,
63426,0.0,L_TGd | L_VVC,Posterior-Mu | Visual2,
63427,0.0,L_TGd | L_25,Posterior-Mu | Posterior-Mu,
63428,0.0,L_TGd | L_s32,Posterior-Mu | Posterior-Mu,
63429,0.0,L_TGd | L_pOFC,Posterior-Mu | Orbito-Affec,
